-7.726121118594291,-7.726121118594291,Yellow
-7.726121118594291,-7.108031429106748,Yellow
-7.726121118594291,-6.489941739619204,Yellow
-7.726121118594291,-5.871852050131661,Yellow
-7.726121118594291,-5.253762360644117,Yellow
-7.726121118594291,-4.635672671156574,Yellow
-7.726121118594291,-4.017582981669031,Yellow
-7.726121118594291,-3.3994932921814875,Yellow
-7.726121118594291,-2.7814036026939446,Yellow
-7.726121118594291,-2.1633139132064017,Yellow
-7.726121118594291,-1.5452242237188578,Yellow
-7.726121118594291,-0.9271345342313149,Yellow
-7.726121118594291,-0.3090448447437719,Yellow
-7.726121118594291,0.3090448447437719,Red
-7.726121118594291,0.9271345342313158,Red
-7.726121118594291,1.5452242237188578,Red
-7.726121118594291,2.1633139132064017,Red
-7.726121118594291,2.7814036026939455,Red
-7.726121118594291,3.3994932921814875,Red
-7.726121118594291,4.017582981669031,Red
-7.726121118594291,4.635672671156575,Red
-7.726121118594291,5.253762360644117,Red
-7.726121118594291,5.871852050131661,Red
-7.726121118594291,6.489941739619205,Red
-7.726121118594291,7.108031429106747,Red
-7.726121118594291,7.726121118594291,Red
-7.108031429106748,-7.726121118594291,Yellow
-7.108031429106748,-7.108031429106748,Yellow
-7.108031429106748,-6.489941739619204,Yellow
-7.108031429106748,-5.871852050131661,Yellow
-7.108031429106748,-5.253762360644117,Yellow
-7.108031429106748,-4.635672671156574,Yellow
-7.108031429106748,-4.017582981669031,Yellow
-7.108031429106748,-3.3994932921814875,Yellow
-7.108031429106748,-2.7814036026939446,Red
-7.108031429106748,-2.1633139132064017,Red
-7.108031429106748,-1.5452242237188578,Red
-7.108031429106748,-0.9271345342313149,Red
-7.108031429106748,-0.3090448447437719,Red
-7.108031429106748,0.3090448447437719,Yellow
-7.108031429106748,0.9271345342313158,Yellow
-7.108031429106748,1.5452242237188578,Yellow
-7.108031429106748,2.1633139132064017,Yellow
-7.108031429106748,2.7814036026939455,Yellow
-7.108031429106748,3.3994932921814875,Red
-7.108031429106748,4.017582981669031,Red
-7.108031429106748,4.635672671156575,Red
-7.108031429106748,5.253762360644117,Red
-7.108031429106748,5.871852050131661,Red
-7.108031429106748,6.489941739619205,Red
-7.108031429106748,7.108031429106747,Red
-7.108031429106748,7.726121118594291,Red
-6.489941739619204,-7.726121118594291,Yellow
-6.489941739619204,-7.108031429106748,Yellow
-6.489941739619204,-6.489941739619204,Yellow
-6.489941739619204,-5.871852050131661,Yellow
-6.489941739619204,-5.253762360644117,Yellow
-6.489941739619204,-4.635672671156574,Yellow
-6.489941739619204,-4.017582981669031,Red
-6.489941739619204,-3.3994932921814875,Red
-6.489941739619204,-2.7814036026939446,Red
-6.489941739619204,-2.1633139132064017,Red
-6.489941739619204,-1.5452242237188578,Red
-6.489941739619204,-0.9271345342313149,Red
-6.489941739619204,-0.3090448447437719,Red
-6.489941739619204,0.3090448447437719,Yellow
-6.489941739619204,0.9271345342313158,Yellow
-6.489941739619204,1.5452242237188578,Yellow
-6.489941739619204,2.1633139132064017,Yellow
-6.489941739619204,2.7814036026939455,Yellow
-6.489941739619204,3.3994932921814875,Yellow
-6.489941739619204,4.017582981669031,Yellow
-6.489941739619204,4.635672671156575,Red
-6.489941739619204,5.253762360644117,Red
-6.489941739619204,5.871852050131661,Red
-6.489941739619204,6.489941739619205,Red
-6.489941739619204,7.108031429106747,Red
-6.489941739619204,7.726121118594291,Red
-5.871852050131661,-7.726121118594291,Yellow
-5.871852050131661,-7.108031429106748,Yellow
-5.871852050131661,-6.489941739619204,Yellow
-5.871852050131661,-5.871852050131661,Yellow
-5.871852050131661,-5.253762360644117,Yellow
-5.871852050131661,-4.635672671156574,Red
-5.871852050131661,-4.017582981669031,Red
-5.871852050131661,-3.3994932921814875,Red
-5.871852050131661,-2.7814036026939446,Red
-5.871852050131661,-2.1633139132064017,Red
-5.871852050131661,-1.5452242237188578,Red
-5.871852050131661,-0.9271345342313149,Red
-5.871852050131661,-0.3090448447437719,Red
-5.871852050131661,0.3090448447437719,Yellow
-5.871852050131661,0.9271345342313158,Yellow
-5.871852050131661,1.5452242237188578,Yellow
-5.871852050131661,2.1633139132064017,Yellow
-5.871852050131661,2.7814036026939455,Yellow
-5.871852050131661,3.3994932921814875,Yellow
-5.871852050131661,4.017582981669031,Yellow
-5.871852050131661,4.635672671156575,Yellow
-5.871852050131661,5.253762360644117,Red
