0,0,0,0
0,0,1,-13290.48911751901
0,0,2,0
0,0,3,-0.19649361937393553
0,1,0,-13290.48911751901
0,1,1,0
0,1,2,24658.32465703661
0,1,3,0
0,2,0,0
0,2,1,24658.32465703661
0,2,2,0
0,2,3,0.13263319307739413
0,3,0,-0.19649361937393553
0,3,1,0
0,3,2,0.13263319307739413
0,3,3,0
1,0,0,-1.2552700059430841e-05
1,0,1,0
1,0,2,8.473072540115816e-06
1,0,3,0
1,1,0,0
1,1,1,5562.145156216545
1,1,2,0
1,1,3,-0.1549191413791865
1,2,0,8.473072540115816e-06
1,2,1,0
1,2,2,3.155150618518141e-05
1,2,3,0
1,3,0,0
1,3,1,-0.1549191413791865
1,3,2,0
1,3,3,4.9694440199679465e-05
2,0,0,0
2,0,1,-4165.540680294893
2,0,2,0
2,0,3,-0.29110165833175644
2,1,0,-4165.540680294893
2,1,1,0
2,1,2,7728.978142519918
2,1,3,0
2,2,0,0
2,2,1,7728.978142519918
2,2,2,0
2,2,3,0.773843888561158
2,3,0,-0.29110165833175644
2,3,1,0
2,3,2,0.773843888561158
2,3,3,0
3,0,0,-0.08678963835960386
3,0,1,0
3,0,2,0.2769092496415295
3,0,3,0
3,1,0,0
3,1,1,-1977.0181390954137
3,1,2,0
3,1,3,0.6341812174551476
3,2,0,0.2769092496415295
3,2,1,0
3,2,2,-0.8834860159650795
3,2,3,0
3,3,0,0
3,3,1,0.6341812174551476
3,3,2,0
3,3,3,-0.1549191413791865
