0,0,Red,-9.093266739736606,9.093266739736606
1,0,Red,-6.49519052838329,9.093266739736606
0,0,Red,-3.897114317029974,9.093266739736606
1,0,Red,-1.299038105676658,9.093266739736606
0,0,Green,1.299038105676658,9.093266739736606
1,0,Green,3.897114317029974,9.093266739736606
0,0,Green,6.49519052838329,9.093266739736606
1,0,Green,9.093266739736606,9.093266739736606
0,1,Red,-9.093266739736606,6.49519052838329
1,1,Red,-6.49519052838329,6.49519052838329
0,1,Red,-3.897114317029974,6.49519052838329
1,1,Blue,-1.299038105676658,6.49519052838329
0,1,Blue,1.299038105676658,6.49519052838329
1,1,Blue,3.897114317029974,6.49519052838329
0,1,Green,6.49519052838329,6.49519052838329
1,1,Green,9.093266739736606,6.49519052838329
0,2,Red,-9.093266739736606,3.897114317029974
1,2,Red,-6.49519052838329,3.897114317029974
0,2,Blue,-3.897114317029974,3.897114317029974
1,2,Red,-1.299038105676658,3.897114317029974
0,2,Black,1.299038105676658,3.897114317029974
1,2,Black,3.897114317029974,3.897114317029974
0,2,Yellow,6.49519052838329,3.897114317029974
1,2,Green,9.093266739736606,3.897114317029974
0,3,Red,-9.093266739736606,1.299038105676658
1,3,Green,-6.49519052838329,1.299038105676658
0,3,Blue,-3.897114317029974,1.299038105676658
1,3,Black,-1.299038105676658,1.299038105676658
0,3,Black,1.299038105676658,1.299038105676658
1,3,Black,3.897114317029974,1.299038105676658
0,3,Black,6.49519052838329,1.299038105676658
1,3,Green,9.093266739736606,1.299038105676658
0,0,Yellow,-9.093266739736606,-1.299038105676658
1,0,Blue,-6.49519052838329,-1.299038105676658
0,0,Green,-3.897114317029974,-1.299038105676658
1,0,Black,-1.299038105676658,-1.299038105676658
0,0,Black,1.299038105676658,-1.299038105676658
1,0,Black,3.897114317029974,-1.299038105676658
0,0,Black,6.49519052838329,-1.299038105676658
1,0,Blue,9.093266739736606,-1.299038105676658
0,1,Yellow,-9.093266739736606,-3.897114317029974
1,1,Yellow,-6.49519052838329,-3.897114317029974
0,1,Green,-3.897114317029974,-3.897114317029974
1,1,Yellow,-1.299038105676658,-3.897114317029974
0,1,Black,1.299038105676658,-3.897114317029974
1,1,Black,3.897114317029974,-3.897114317029974
0,1,Red,6.49519052838329,-3.897114317029974
1,1,Blue,9.093266739736606,-3.897114317029974
0,2,Yellow,-9.093266739736606,-6.49519052838329
1,2,Yellow,-6.49519052838329,-6.49519052838329
0,2,Yellow,-3.897114317029974,-6.49519052838329
1,2,Green,-1.299038105676658,-6.49519052838329
0,2,Green,1.299038105676658,-6.49519052838329
1,2,Green,3.897114317029974,-6.49519052838329
0,2,Blue,6.49519052838329,-6.49519052838329
1,2,Blue,9.093266739736606,-6.49519052838329
0,3,Yellow,-9.093266739736606,-9.093266739736606
1,3,Yellow,-6.49519052838329,-9.093266739736606
0,3,Yellow,-3.897114317029974,-9.093266739736606
1,3,Yellow,-1.299038105676658,-9.093266739736606
0,3,Blue,1.299038105676658,-9.093266739736606
1,3,Blue,3.897114317029974,-9.093266739736606
0,3,Blue,6.49519052838329,-9.093266739736606
1,3,Blue,9.093266739736606,-9.093266739736606
